Project,Category,Voter Profile
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 63, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8596318343603707, 'Impact Preference': 0.5262709551631826}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.23405359434815592, 'Impact Preference': 0.48903218365355716}}"
Electrical Upgrade & A.C. Wiring for School's Gym,Education,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8291235865247678, 'Impact Preference': 0.21364816493129185}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 59, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5923923525474212, 'Impact Preference': 0.5962039355221544}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8589518757708726, 'Impact Preference': 0.10999160832257993}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 21, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.12594755146187278, 'Impact Preference': 0.16491732221904418}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 29, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4307580729571524, 'Impact Preference': 0.7888640259657903}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.33693622439776355, 'Impact Preference': 0.6051317185975572}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.11888179693253675, 'Impact Preference': 0.8048270529034507}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 38, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.22504224184549976, 'Impact Preference': 0.3806446858987689}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 63, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.4656184853043245, 'Impact Preference': 0.15793297461197955}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 49, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.653311838018202, 'Impact Preference': 0.9502697780668995}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 52, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.28580665547922524, 'Impact Preference': 0.21630775806316382}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 35, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.36639521405976727, 'Impact Preference': 0.9285320255838476}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 65, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.43684559081765373, 'Impact Preference': 0.2797691048861862}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 61, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.12179994679924513, 'Impact Preference': 0.45869280412482694}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6178983102995086, 'Impact Preference': 0.7989232918179554}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 51, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9832794668252944, 'Impact Preference': 0.9295071802212176}}"
Gymnasium Updates and Remodeling,Education,"{'Age': 34, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.23362935753932917, 'Impact Preference': 0.7279783079337785}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 47, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5311128068294813, 'Impact Preference': 0.6706051462202764}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5824758347572412, 'Impact Preference': 0.7956798212844559}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 35, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.8134123080660558, 'Impact Preference': 0.22258215883716923}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 38, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.6227227162159281, 'Impact Preference': 0.33987614835611457}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 36, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5613181383135465, 'Impact Preference': 0.21328320101983111}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 26, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.7060238071975873, 'Impact Preference': 0.1668455110044725}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 62, 'Gender': 'Female', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.561809766999425, 'Impact Preference': 0.19646877387724918}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 42, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.3277387040308154, 'Impact Preference': 0.26963986164993875}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 58, 'Gender': 'Other', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.10904422151091211, 'Impact Preference': 0.8619319471233221}}"
Handball Court Renovations,Parks & Recreation,"{'Age': 54, 'Gender': 'Male', 'Preferences': {'Category': 'Parks & Recreation', 'Cost Sensitivity': 0.5343958741422704, 'Impact Preference': 0.4835756611700395}}"
P.S. 24 School Yard Update and Renovation,Education,"{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6481775099883378, 'Impact Preference': 0.9842026969315294}}"
P.S. 24 School Yard Update and Renovation,Education,"{'Age': 49, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.11790970362048481, 'Impact Preference': 0.6130936712515778}}"
P.S. 24 School Yard Update and Renovation,Education,"{'Age': 41, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.15502683160504402, 'Impact Preference': 0.6546736259589969}}"
P.S. 24 School Yard Update and Renovation,Education,"{'Age': 45, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7186064011872344, 'Impact Preference': 0.9399275228777662}}"
P.S. 24 School Yard Update and Renovation,Education,"{'Age': 46, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.739450916943776, 'Impact Preference': 0.7928716359793289}}"
P.S. 24 School Yard Update and Renovation,Education,"{'Age': 56, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6592922185396121, 'Impact Preference': 0.1680201713025744}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 41, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9453041475544435, 'Impact Preference': 0.18036002153749117}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 32, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9474767471762672, 'Impact Preference': 0.3881787396959253}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 61, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9237286750736807, 'Impact Preference': 0.14685489429943152}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 44, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5839600348580569, 'Impact Preference': 0.8326775444760165}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 43, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.23228577983177878, 'Impact Preference': 0.3350600532294802}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 49, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9603606229136125, 'Impact Preference': 0.6682728342374714}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8423828217024004, 'Impact Preference': 0.623999307948105}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 60, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.24123593996115802, 'Impact Preference': 0.5865208890800454}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 41, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3392953188048875, 'Impact Preference': 0.1489099311030845}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 44, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7993959208294569, 'Impact Preference': 0.5903786306508393}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 39, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.803134057005267, 'Impact Preference': 0.9358219673580063}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 28, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.14554284590239214, 'Impact Preference': 0.21345100477188994}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 47, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6067551299758224, 'Impact Preference': 0.900644217087236}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 59, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.26417858035882624, 'Impact Preference': 0.6671138909663048}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 54, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.332546173002165, 'Impact Preference': 0.8585584900393556}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 50, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7193480091156973, 'Impact Preference': 0.7175028349156586}}"
Schoolyard Upgrade at P.S. 69,Education,"{'Age': 57, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7871389721529851, 'Impact Preference': 0.4472435084326527}}"
Security Cameras for Children Safety,Education,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.43038374297227533, 'Impact Preference': 0.4091596583658639}}"
Security Cameras for Children Safety,Education,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5414023705272181, 'Impact Preference': 0.12308508989782424}}"
Security Cameras for Children Safety,Education,"{'Age': 52, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.49035753179328667, 'Impact Preference': 0.14560934220568672}}"
Security Cameras for Children Safety,Education,"{'Age': 43, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7925333616190857, 'Impact Preference': 0.5285314805256668}}"
Security Cameras for Children Safety,Education,"{'Age': 26, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.49787332502718273, 'Impact Preference': 0.44277660228538196}}"
Smart Tech for Summit Academy,Education,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.20467952485268553, 'Impact Preference': 0.8858901766213865}}"
Smart Tech for Summit Academy,Education,"{'Age': 41, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.26633992396718886, 'Impact Preference': 0.13149662371397247}}"
Smart Tech for Summit Academy,Education,"{'Age': 51, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.30387293003142246, 'Impact Preference': 0.7902953123951006}}"
Smart Tech for Summit Academy,Education,"{'Age': 22, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.39714473500672665, 'Impact Preference': 0.49358645460860384}}"
Smart Tech for Summit Academy,Education,"{'Age': 62, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3944037062018563, 'Impact Preference': 0.538614894235176}}"
Smart Tech for Summit Academy,Education,"{'Age': 42, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.21163162998836219, 'Impact Preference': 0.8576210976717844}}"
Smart Tech for Summit Academy,Education,"{'Age': 61, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.18897682472753435, 'Impact Preference': 0.2277596080267561}}"
Smart Tech for Summit Academy,Education,"{'Age': 29, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8672500473844375, 'Impact Preference': 0.48783363232702925}}"
Smart Tech for Summit Academy,Education,"{'Age': 50, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3861013430255126, 'Impact Preference': 0.5134664596828183}}"
Smart Tech for Summit Academy,Education,"{'Age': 55, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.7161757895070568, 'Impact Preference': 0.527391202193177}}"
Smart Tech for Summit Academy,Education,"{'Age': 29, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3368997100783095, 'Impact Preference': 0.6598779573287833}}"
Smart Tech for Summit Academy,Education,"{'Age': 36, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.48219692006109627, 'Impact Preference': 0.8381144148685993}}"
Smart Tech for Summit Academy,Education,"{'Age': 46, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8828683236314935, 'Impact Preference': 0.49279156044425254}}"
Smart Tech for Summit Academy,Education,"{'Age': 38, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3949718381945203, 'Impact Preference': 0.9156478902899069}}"
Smart Tech for Summit Academy,Education,"{'Age': 38, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9697812053830857, 'Impact Preference': 0.2965536813914176}}"
Smart Tech for Summit Academy,Education,"{'Age': 52, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3849539958215993, 'Impact Preference': 0.8017947635075783}}"
Schoolyard Improvement,Education,"{'Age': 46, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3305205547815667, 'Impact Preference': 0.726922376976247}}"
Schoolyard Improvement,Education,"{'Age': 55, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.9425134696667776, 'Impact Preference': 0.2173598429934378}}"
Schoolyard Improvement,Education,"{'Age': 37, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1937639605929078, 'Impact Preference': 0.2893932810049243}}"
Schoolyard Improvement,Education,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6199681496943196, 'Impact Preference': 0.9371815541258566}}"
Schoolyard Improvement,Education,"{'Age': 36, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.28670791004626806, 'Impact Preference': 0.32915754645411255}}"
Schoolyard Improvement,Education,"{'Age': 44, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3830029595033412, 'Impact Preference': 0.19512692618619193}}"
Schoolyard Improvement,Education,"{'Age': 37, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6787039425542534, 'Impact Preference': 0.1074101409423234}}"
Schoolyard Improvement,Education,"{'Age': 40, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.5663853607963759, 'Impact Preference': 0.3474869346751873}}"
Schoolyard Improvement,Education,"{'Age': 38, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.24372767157834807, 'Impact Preference': 0.13367480091117667}}"
Schoolyard Improvement,Education,"{'Age': 59, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.18112337923820704, 'Impact Preference': 0.8822620394981838}}"
Schoolyard Improvement,Education,"{'Age': 32, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.6863939157947502, 'Impact Preference': 0.13906438814056662}}"
Schoolyard Improvement,Education,"{'Age': 39, 'Gender': 'Female', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.3978214236003351, 'Impact Preference': 0.4062646006002385}}"
Schoolyard Improvement,Education,"{'Age': 42, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.8430795365706972, 'Impact Preference': 0.5245907573194307}}"
Schoolyard Improvement,Education,"{'Age': 35, 'Gender': 'Male', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.1679106942473127, 'Impact Preference': 0.834811284402688}}"
Schoolyard Improvement,Education,"{'Age': 31, 'Gender': 'Other', 'Preferences': {'Category': 'Education', 'Cost Sensitivity': 0.49234028742311586, 'Impact Preference': 0.9275406765178166}}"
